KOI Name,Set
K06083.01,Train
K03367.01,Unlabeled
K07390.01,Train
K04179.01,Train
K00433.01,Train
K00433.02,Test
K07391.01,Train
K04499.01,Unlabeled
K01284.01,Test
K03564.01,Train
K01612.01,Train
K01312.01,Train
K02934.01,Train
K01310.01,Train
K01310.02,Unlabeled
K00536.01,Train
K02177.01,Train
K01887.01,Test
K07392.01,Train
K05845.01,Unlabeled
K01296.01,Unlabeled
K04692.02,Unlabeled
K06232.01,Train
K00601.01,Train
K00601.02,Unlabeled
K00601.03,Train
K01307.01,Train
K01307.02,Train
K01300.01,Train
K05846.01,Test
K01931.01,Train
K01931.02,Train
K01931.03,Train
K07394.01,Train
K07395.01,Train
K00343.01,Train
K00343.02,Test
K00343.03,Train
K00112.01,Train
K00112.02,Test
K07396.01,Train
K00758.01,Train
K07397.01,Train
K06233.01,Test
K00478.01,Train
K01643.01,Test
K04374.01,Unlabeled
K07398.01,Train
K04025.01,Train
K07399.01,Train
K00972.01,Unlabeled
K00972.02,Train
K01432.01,Test
K01432.02,Train
K01432.03,Train
K01432.04,Test
K00344.01,Train
K00479.01,Train
K04106.01,Train
K01800.01,Train
K00759.01,Train
K00759.02,Test
K07400.01,Unlabeled
K03060.01,Test
K06084.01,Train
K01420.01,Unlabeled
K05854.01,Unlabeled
K01439.01,Train
K07402.01,Train
K07403.01,Train
K02248.01,Unlabeled
K02248.03,Unlabeled
K02248.04,Unlabeled
K01429.01,Unlabeled
K01440.01,Test
K08039.01,Unlabeled
K05855.01,Unlabeled
K04309.01,Train
K01435.01,Train
K01435.02,Train
K02580.01,Train
K05856.01,Train
K01644.01,Test
K01444.01,Train
K00170.01,Test
K03327.01,Test
K01645.01,Train
K01646.01,Unlabeled
K00214.01,Train
K05858.01,Train
K07404.01,Unlabeled
K02007.01,Train
K02007.02,Train
K02696.01,Unlabeled
K02696.02,Unlabeled
K07405.01,Train
K04852.01,Unlabeled
K07406.01,Train
K00537.01,Train
K02206.01,Unlabeled
K01889.01,Test
K01889.02,Unlabeled
K00345.01,Train
K02533.01,Train
K01431.01,Unlabeled
K02198.01,Train
K00292.01,Train
K05862.01,Train
K04645.01,Train
K07407.01,Train
K02759.01,Unlabeled
K02442.01,Test
K02442.02,Train
K04287.01,Unlabeled
K04287.02,Unlabeled
K03364.01,Test
K00124.01,Test
K00124.02,Train
K08218.01,Train
K02977.01,Train
K02977.02,Train
K05865.01,Test
K00538.01,Train
K07408.01,Unlabeled
K03326.01,Train
K08041.01,Train
K02712.01,Unlabeled
K08219.01,Test
K06234.01,Train
K00346.01,Train
K01418.01,Train
K02885.01,Train
K02333.01,Train
K02333.02,Train
K01426.01,Train
K01426.02,Train
K01426.03,Unlabeled
K08220.01,Train
K04442.01,Unlabeled
K07409.01,Test
K02485.01,Test
K02485.02,Train
K02485.03,Test
K03371.01,Unlabeled
K03371.02,Train
K01419.01,Train
K01863.01,Unlabeled
K02792.01,Train
K02898.01,Train
K01427.01,Train
K01427.02,Unlabeled
K00276.01,Test
K07410.01,Unlabeled
K00480.01,Train
K08042.01,Train
K02805.01,Train
K04896.01,Unlabeled
K04896.02,Unlabeled
K07411.01,Unlabeled
K04620.01,Train
K03027.01,Unlabeled
K00760.01,Unlabeled
K08043.01,Unlabeled
K07412.01,Test
K08044.01,Train
K04039.01,Test
K07413.01,Train
K06235.01,Train
K03334.01,Test
K04308.01,Test
K00761.01,Train
K05874.01,Unlabeled
K08045.01,Test
K01647.01,Train
K01647.02,Test
K04601.01,Unlabeled
K00762.01,Train
K07414.01,Train
K01430.01,Train
K01430.02,Train
K01430.03,Train
K05875.01,Test
K05875.02,Train
K01648.01,Unlabeled
K03281.01,Train
K01423.01,Train
K02497.01,Train
K00971.01,Unlabeled
K04653.01,Unlabeled
K07415.01,Train
K08046.01,Unlabeled
K01804.01,Train
K00252.01,Unlabeled
K07416.01,Unlabeled
K02765.01,Train
K00347.01,Unlabeled
K03220.01,Train
K00977.01,Unlabeled
K02329.01,Unlabeled
K00481.01,Train
K00481.02,Train
K00481.03,Train
K01438.01,Train
K00348.01,Test
K01443.01,Train
K02813.01,Unlabeled
K07417.01,Train
K07418.01,Train
K03724.01,Test
K00293.01,Test
K03667.01,Train
K07419.01,Train
K07420.01,Train
K00258.01,Train
K07421.01,Train
K07422.01,Train
K07423.01,Train
K07424.01,Train
K02460.01,Train
K07425.01,Train
K07426.01,Unlabeled
K03717.01,Train
K03346.01,Train
K00763.01,Test
K04517.01,Test
K02994.01,Train
K07427.01,Unlabeled
K03933.01,Unlabeled
K02796.01,Unlabeled
K03553.01,Train
K00107.01,Train
K07428.01,Train
K07429.01,Train
K06236.01,Train
K06236.02,Test
K01972.01,Unlabeled
K01972.02,Train
K02672.01,Train
K02672.02,Train
K01425.01,Train
K03003.01,Test
K00482.01,Test
K00294.01,Test
K07430.01,Unlabeled
K02816.01,Train
K04622.01,Train
K04622.02,Unlabeled
K01774.01,Test
K07431.01,Train
K03110.01,Test
K07432.01,Unlabeled
K07433.01,Test
K00241.01,Train
K00241.02,Train
K00241.03,Train
K07434.01,Unlabeled
K01433.01,Train
K07435.01,Unlabeled
K04716.01,Unlabeled
K08047.01,Unlabeled
K07436.01,Train
K00246.01,Train
K00246.02,Train
K08048.01,Unlabeled
K07437.01,Unlabeled
K01857.01,Unlabeled
K01802.01,Test
K02015.01,Test
K03345.01,Train
K03744.01,Test
K02645.01,Test
K00764.01,Train
K02993.01,Train
K02168.01,Train
K02168.02,Train
K01445.01,Train
K04666.01,Unlabeled
K01649.01,Unlabeled
K01650.01,Train
K01650.02,Train
K02632.01,Train
K01651.01,Test
K04735.01,Unlabeled
K08221.01,Train
K05887.01,Train
K02366.01,Train
K01771.01,Train
K08049.01,Train
K02090.01,Train
K04509.01,Unlabeled
K07438.01,Train
K08050.01,Unlabeled
K01441.01,Train
K07439.01,Train
K08051.01,Train
K03782.01,Train
K04464.01,Unlabeled
K08052.01,Unlabeled
K02163.01,Train
K02163.02,Train
K02163.03,Unlabeled
K07440.01,Test
K07441.01,Test
K00128.01,Train
K02069.01,Test
K02422.01,Train
K02422.02,Unlabeled
K02551.01,Unlabeled
K00330.01,Test
K00330.02,Test
K01436.01,Train
K01436.02,Train
K01436.03,Train
K00189.01,Train
K07442.01,Train
K01652.01,Train
K02639.01,Unlabeled
K00765.01,Train
K01653.01,Test
K08053.01,Unlabeled
K01623.01,Train
K00349.01,Unlabeled
K00350.01,Unlabeled
K08222.01,Train
K01428.01,Test
K04823.01,Unlabeled
K00277.01,Test
K00277.02,Train
K02195.01,Test
K02195.02,Train
K02195.03,Train
K02454.01,Train
K05894.01,Train
K07443.01,Train
K00173.01,Train
K00766.01,Test
K03561.01,Train
K02143.01,Test
K02482.01,Test
K03015.01,Test
K06085.01,Train
K05895.01,Unlabeled
K06086.01,Train
K07444.01,Train
K02171.01,Train
K07445.01,Unlabeled
K01885.01,Train
K02836.01,Train
K00767.01,Train
K04036.01,Test
K00768.01,Train
K00351.01,Test
K00351.02,Train
K00351.03,Train
K00351.04,Train
K00351.05,Train
K00351.06,Test
K00351.07,Unlabeled
K08054.01,Unlabeled
K04371.01,Train
K04040.01,Train
K08223.01,Unlabeled
K00001.01,Train
K08224.01,Train
K00125.01,Train
K01992.01,Train
K01992.02,Train
K01992.03,Train
K08055.01,Unlabeled
K02705.01,Test
K03131.01,Train
K03365.01,Train
K03673.01,Train
K00178.01,Train
K07446.01,Unlabeled
K05901.01,Unlabeled
K02771.01,Test
K04845.01,Test
K08225.01,Test
K07447.01,Test
K02047.01,Train
K00769.01,Test
K02110.01,Train
K02399.01,Test
K02356.01,Train
K02124.01,Unlabeled
K00770.01,Train
K07616.01,Test
K04150.01,Unlabeled
K00771.01,Train
K02620.01,Unlabeled
K03917.01,Train
K01434.01,Train
K00772.01,Test
K00978.01,Train
K02318.01,Train
K01422.01,Train
K01422.02,Train
K01422.03,Test
K01422.04,Train
K01422.05,Train
K00483.01,Train
K02296.01,Test
K03120.01,Train
K02109.01,Train
K03620.01,Train
K07450.01,Train
K08226.01,Train
K07452.01,Train
K00970.01,Train
K00195.01,Train
K07454.01,Test
K04586.01,Unlabeled
K05906.01,Test
K00773.01,Test
K03101.01,Test
K04232.01,Train
K00168.01,Train
K00168.02,Train
K00168.03,Test
K05908.01,Train
K04748.01,Unlabeled
K06240.01,Train
K01416.01,Train
K03762.01,Train
K03104.01,Unlabeled
K03419.01,Train
K04625.01,Train
K06087.01,Train
K05909.01,Unlabeled
K02226.01,Unlabeled
K00540.01,Train
K00352.01,Train
K00352.02,Train
K01654.01,Train
K01655.01,Train
K00295.01,Train
K00295.02,Train
K03749.01,Test
K00256.01,Train
K01781.01,Train
K01781.02,Train
K01781.03,Unlabeled
K00009.01,Train
K00063.01,Train
K08227.01,Train
K06241.01,Train
K03874.01,Test
K07456.01,Train
K08056.01,Train
K07457.01,Train
K07458.01,Train
K02365.01,Train
K02365.02,Train
K03714.01,Train
K03013.01,Unlabeled
K08057.01,Test
K02837.01,Train
K00353.01,Unlabeled
K00353.02,Unlabeled
K00353.03,Unlabeled
K02361.01,Unlabeled
K03973.01,Train
K00354.01,Train
K00354.02,Unlabeled
K04029.01,Train
K02225.01,Train
K01856.01,Unlabeled
K03109.01,Test
K01437.01,Unlabeled
K01437.02,Train
K01437.03,Test
K01417.01,Train
K05915.01,Train
K01442.01,Train
K07459.01,Train
K05917.01,Unlabeled
K01831.01,Train
K01831.02,Train
K01831.03,Unlabeled
K01831.04,Unlabeled
K08058.01,Train
K05919.01,Test
K07460.01,Unlabeled
K03930.01,Train
K00983.02,Test
K04234.01,Train
K01424.01,Train
K08059.01,Train
K04304.01,Train
K03885.01,Test
K01990.01,Train
K05922.01,Train
K07461.01,Train
K07462.01,Train
K04229.01,Test
K07463.01,Train
K07464.01,Test
K04792.01,Unlabeled
K03022.01,Unlabeled
K03022.02,Unlabeled
K07466.01,Train
K00355.01,Train
K07618.01,Train
K01876.01,Train
K02550.01,Unlabeled
K00365.01,Train
K00356.01,Train
K08228.01,Train
K04566.01,Train
K07468.01,Train
K03363.01,Train
K04643.01,Unlabeled
K01532.01,Test
K00434.01,Train
K00541.01,Test
K00774.01,Train
K01945.01,Train
K03370.01,Unlabeled
K03370.02,Train
K01965.01,Train
K04771.01,Unlabeled
K08060.01,Train
K08060.02,Train
K02791.01,Train
K07469.01,Test
K00167.01,Train
K03926.01,Train
K01535.01,Test
K00542.01,Test
K00542.02,Train
K02355.01,Train
K04282.01,Train
K03567.01,Train
K04510.01,Train
K07471.01,Unlabeled
K00133.01,Test
K06243.01,Train
K01894.01,Train
K05928.01,Unlabeled
K02376.01,Test
K01465.01,Test
K07472.01,Train
K02199.01,Unlabeled
K02199.02,Unlabeled
K07473.01,Test
K08061.01,Unlabeled
K07474.01,Train
K00435.01,Train
K00435.03,Train
K00435.04,Train
K00435.05,Train
K00435.06,Train
K01832.01,Train
K01832.02,Train
K01832.03,Train
K03001.01,Train
K08063.01,Unlabeled
K03115.01,Train
K05929.01,Unlabeled
K02310.01,Unlabeled
K04444.01,Unlabeled
K03116.01,Test
K07475.01,Train
K08064.01,Train
K06244.01,Train
K02492.01,Train
K00253.01,Unlabeled
K00253.02,Unlabeled
K02651.01,Train
K03403.01,Train
K03403.02,Unlabeled
K00775.01,Train
K00775.02,Train
K00775.03,Train
K06088.01,Train
K07476.01,Test
K04745.01,Test
K01883.01,Train
K01841.01,Train
K03892.01,Train
K08229.01,Train
K01484.01,Train
K02669.01,Train
K07477.01,Train
K01531.01,Test
K02626.01,Unlabeled
K07478.01,Test
K06089.01,Train
K04551.01,Unlabeled
K02633.01,Train
K01980.01,Train
K02582.01,Unlabeled
K00620.01,Test
K00620.02,Train
K00620.03,Test
K01906.01,Unlabeled
K07479.01,Unlabeled
K02269.01,Test
K08065.01,Test
K01497.01,Train
K02173.01,Train
K02173.02,Test
K06245.03,Train
K00296.01,Train
K05932.01,Unlabeled
K00020.01,Train
K08066.01,Train
K00436.01,Unlabeled
K00262.01,Train
K00262.02,Train
K03344.01,Unlabeled
K03344.02,Train
K03344.03,Unlabeled
K02260.01,Train
K07481.01,Train
K00776.01,Train
K06090.01,Train
K07482.01,Train
K02467.01,Unlabeled
K00777.01,Unlabeled
K02581.01,Unlabeled
K08067.01,Train
K01728.01,Unlabeled
K01494.01,Unlabeled
K00543.01,Test
K00543.02,Train
K03845.01,Train
K00437.01,Train
K02371.01,Train
K03857.01,Train
K06091.01,Train
K00247.01,Unlabeled
K03263.01,Unlabeled
K00778.01,Train
K01833.01,Train
K01833.02,Unlabeled
K01833.03,Train
K00007.01,Train
K08230.01,Train
K07484.01,Train
K07485.01,Train
K06246.01,Unlabeled
K07486.01,Test
K03633.01,Train
K01471.01,Train
K04062.01,Train
K03445.01,Train
K06247.01,Train
K08294.01,Train
K08231.01,Train
K00120.01,Unlabeled
K01510.01,Unlabeled
K04350.01,Train
K08232.01,Unlabeled
K07487.01,Test
K07488.01,Test
K03464.01,Train
K02779.01,Unlabeled
K03471.01,Train
K01828.01,Test
K00072.01,Train
K00072.02,Train
K07489.01,Unlabeled
K01764.01,Unlabeled
K08068.01,Unlabeled
K00297.01,Train
K05940.01,Test
K03312.01,Unlabeled
K07490.01,Train
K01483.01,Train
K00779.01,Train
K03875.01,Unlabeled
K03900.01,Train
K04607.01,Test
K04475.01,Train
K03085.01,Train
K04481.01,Train
K04461.01,Test
K00544.01,Train
K01462.01,Train
K07491.01,Test
K07492.01,Train
K04729.01,Test
K00011.01,Test
K00780.01,Test
K00780.02,Unlabeled
K08069.01,Train
K08070.01,Test
K07494.01,Test
K02425.01,Train
K02301.01,Train
K03408.01,Unlabeled
K07495.01,Train
K08295.01,Test
K05943.01,Unlabeled
K00781.01,Train
K02026.01,Test
K07496.01,Train
K05944.01,Train
K01530.01,Test
K01512.01,Test
K07497.01,Train
K00782.01,Train
K02647.01,Train
K02820.01,Train
K02772.01,Train
K07498.01,Train
K08071.01,Train
K07499.01,Train
K04021.01,Unlabeled
K04021.02,Unlabeled
K08072.01,Train
K02433.01,Train
K02433.02,Test
K02433.03,Unlabeled
K02433.04,Unlabeled
K02433.05,Train
K02433.07,Test
K07500.01,Train
K03587.01,Train
K05947.01,Train
K04375.01,Test
K04011.01,Unlabeled
K04893.01,Unlabeled
K07501.01,Train
K04129.01,Unlabeled
K00545.01,Train
K04089.01,Train
K00129.01,Train
K06248.01,Train
K08073.01,Train
K07502.01,Train
K07503.01,Test
K03194.01,Unlabeled
K02729.01,Train
K08074.01,Train
K03792.01,Train
K06092.01,Test
K08233.01,Train
K07505.01,Train
K07506.01,Unlabeled
K02590.02,Unlabeled
K02106.01,Unlabeled
K00358.01,Train
K00186.01,Train
K01507.01,Train
K00783.01,Train
K03522.01,Unlabeled
K02996.01,Train
K04905.01,Test
K08075.01,Test
K07507.01,Train
K07508.01,Test
K02888.01,Train
K00265.01,Train
K03261.01,Train
K03262.01,Train
K02072.01,Train
K02218.01,Train
K02218.02,Train
K00546.01,Train
K00546.02,Test
K00484.01,Train
K01502.01,Train
K02061.01,Test
K02061.02,Unlabeled
K03746.01,Train
K01487.01,Train
K00784.01,Test
K00784.02,Train
K03282.01,Train
K07510.01,Unlabeled
K00623.01,Train
K00623.02,Train
K00623.03,Train
K00623.04,Train
K08234.01,Train
K04512.01,Test
K00785.01,Test
K07511.01,Train
K02388.01,Train
K04914.01,Unlabeled
K03017.01,Unlabeled
K00141.01,Unlabeled
K07512.01,Train
K00359.01,Train
K03895.01,Train
K04297.01,Train
K00360.01,Test
K04540.01,Train
K01492.01,Train
K04592.01,Train
K04457.01,Unlabeled
K03765.01,Train
K02665.01,Train
K00786.01,Train
K02396.01,Test
K02155.01,Train
K00547.01,Train
K00547.03,Unlabeled
K08296.01,Train
K02597.01,Train
K02597.02,Train
K02597.03,Unlabeled
K02407.01,Train
K01458.01,Unlabeled
K08235.01,Train
K02142.01,Test
K02290.01,Unlabeled
K02004.01,Train
K02004.02,Train
K02004.03,Unlabeled
K03260.01,Train
K02588.01,Unlabeled
K08076.01,Unlabeled
K07514.01,Train
K01536.01,Train
K02780.01,Train
K03491.01,Train
K07515.01,Train
K02088.01,Test
K00980.01,Train
K08297.01,Train
K03105.01,Unlabeled
K02875.01,Train
K04590.01,Unlabeled
K02714.01,Train
K02714.02,Train
K02714.03,Train
K06249.01,Train
K02449.01,Unlabeled
K02449.02,Unlabeled
K03333.01,Train
K02565.01,Train
K03644.01,Train
K07516.01,Train
K00621.01,Train
K07517.01,Train
K00153.01,Train
K00153.02,Test
K08236.01,Train
K01947.01,Unlabeled
K05961.01,Train
K03310.01,Unlabeled
K02387.01,Train
K02384.01,Train
K01506.01,Train
K02372.01,Test
K03167.01,Train
K02264.01,Test
K02264.02,Unlabeled
K05962.01,Train
K04148.01,Test
K02577.01,Unlabeled
K05963.01,Test
K04595.01,Unlabeled
K08077.01,Unlabeled
K01522.01,Train
K01522.02,Unlabeled
K07518.01,Train
K05964.01,Unlabeled
K02059.01,Train
K02059.02,Unlabeled
K07519.01,Train
K00438.01,Train
K00438.02,Train
K07520.01,Unlabeled
K02541.01,Train
K02541.02,Train
K03858.01,Train
K07521.01,Train
K07521.02,Test
K08078.01,Unlabeled
K00279.01,Test
K00279.02,Test
K00279.03,Train
K00485.01,Train
K03575.01,Train
K05965.01,Unlabeled
K07522.01,Test
K03094.01,Unlabeled
K07523.01,Test
K07524.01,Train
K07525.01,Train
K07526.01,Train
K07527.01,Test
K07528.01,Train
K01474.01,Test
K00787.01,Train
K00787.02,Train
K00787.03,Unlabeled
K07529.01,Train
K07530.01,Train
K06250.01,Unlabeled
K01503.01,Train
K04829.01,Unlabeled
K02331.01,Train
K01478.01,Test
K07531.01,Train
K00788.01,Test
K00486.01,Train
K00361.01,Test
K03009.01,Train
K03778.01,Train
K01476.01,Unlabeled
K03091.01,Unlabeled
K03091.02,Unlabeled
K04370.01,Train
K04895.01,Unlabeled
K03122.01,Train
K02933.01,Train
K00622.01,Unlabeled
K07532.01,Train
K01516.01,Test
K07533.01,Train
K04321.01,Train
K08079.01,Test
K02424.01,Train
K08080.01,Train
K02463.01,Test
K04329.01,Unlabeled
K02745.01,Train
K04605.01,Unlabeled
K03662.01,Train
K08081.01,Train
K00602.01,Train
K02543.01,Unlabeled
K06251.01,Test
K07536.01,Test
K00790.01,Train
K00790.02,Train
K00439.01,Train
K00181.01,Train
K02154.01,Unlabeled
K04190.01,Train
K02353.01,Unlabeled
K07538.01,Test
K01446.01,Train
K01577.01,Train
K00215.01,Test
K04264.01,Test
K08237.01,Test
K05974.01,Unlabeled
K08238.01,Unlabeled
K04714.01,Unlabeled
K08239.01,Train
K07540.01,Unlabeled
K03794.01,Test
K07541.01,Test
K00548.01,Test
K00548.02,Unlabeled
K02853.01,Unlabeled
K01583.01,Train
K08082.01,Unlabeled
K03626.01,Train
K00376.01,Train
K00376.02,Train
K08083.01,Train
K01611.01,Train
K01555.01,Train
K00791.01,Test
K04497.01,Unlabeled
K05976.01,Train
K08240.01,Train
K04530.01,Unlabeled
K08241.01,Unlabeled
K01983.01,Train
K04303.01,Train
K03663.01,Train
K03311.01,Train
K05980.01,Train
K04245.01,Unlabeled
K03848.01,Train
K00298.01,Train
K00298.02,Unlabeled
K00487.01,Train
K02184.01,Train
K02184.02,Unlabeled
K02847.01,Test
